objectid,ccdd,ccpp,ccdi,ubigeo,nombdist,fuente,periodo,ccdd_c,ccpp_c,ccdi_c,fec_reg
1809,22,08,08,220808,YORONGOS,V Censo Nacional Economico,1,22A,02,00,2022-07-22T01:39:29Z
1811,22,09,01,220901,TARAPOTO,V Censo Nacional Economico,1,22B,01,00,2022-07-22T01:39:29Z
1818,22,09,08,220908,JUAN GUERRA,V Censo Nacional Economico,1,22B,01,00,2022-07-22T01:39:29Z
1833,23,01,03,230103,CALANA,V Censo Nacional Economico,1,230,02,00,2022-07-22T01:39:29Z
1841,23,01,11,230111,LA YARADA LOS PALOS,V Censo Nacional Economico,1,230,01,00,2022-07-22T01:39:29Z
1838,23,01,08,230108,POCOLLAY,V Censo Nacional Economico,1,230,02,00,2022-07-22T01:39:29Z
1840,23,01,10,230110,CORONEL GREGORIO ALBARRACIN LANCHIPA,V Censo Nacional Economico,1,230,02,00,2022-07-22T01:39:29Z
1846,23,02,05,230205,HUANUARA,V Censo Nacional Economico,1,230,02,00,2022-07-22T01:39:29Z
1847,23,02,06,230206,QUILAHUANI,V Censo Nacional Economico,1,230,02,00,2022-07-22T01:39:29Z
1845,23,02,04,230204,CURIBAYA,V Censo Nacional Economico,1,230,02,00,2022-07-22T01:39:29Z
1860,24,01,02,240102,CORRALES,V Censo Nacional Economico,1,240,00,00,2022-07-22T01:39:29Z
1861,24,01,03,240103,LA CRUZ,V Censo Nacional Economico,1,240,00,00,2022-07-22T01:39:29Z
1868,24,03,01,240301,ZARUMILLA,V Censo Nacional Economico,1,240,00,00,2022-07-22T01:39:29Z
1876,25,01,05,250105,YARINACOCHA,V Censo Nacional Economico,1,250,01,00,2022-07-22T01:39:29Z
1878,25,01,07,250107,MANANTAY,V Censo Nacional Economico,1,250,01,00,2022-07-22T01:39:29Z
